id,text,is_humor,votes_no,votes_1,votes_2,votes_3,votes_4,votes_5,funniness_average
804132490407329792,el zap absorb el alcohol sean serios es para una tarea,0,3,0,0,0,0,0,
270565851235774465,mi amor si me dejas me mato me mato una vaca un chan cho number gall compro number cajas de cer vez hago una fiesta,1,1,1,1,1,0,1,2.75
965939990395064320,des pert arse con estos sent mien de eli cid de tez porque ya se acerca el moment,0,3,0,0,0,0,0,
339437028137652225,mam mam la luz se trag no por qu es que mi pap le est dic endo la sir ent apaga la luz gate toda,1,0,2,1,1,1,0,2.2
965716677261393922,cuando estoy gri tando en mi mente mando mensa jes de what app en grit,0,4,1,0,0,0,0,
846052901852209153,la mujer de tu vida no la vas contra un bado las number m per ando en una disc otec,0,3,0,0,0,0,0,
688922359252824064,cada vez que estoy pas ando por momentos cile me pre gun qu har jes en sta situ aci des me cues me duermo tres as,1,0,1,0,4,0,0,2.6
119777689547714560,el pecado que comet mujer en el para debio pagar con sangre dios fue bond le permit que le pagar en mod cuotas pormes,1,1,3,1,0,0,0,1.25
963449174351138819,el otro a a tu suegra alto ah se dice madre pol tica pero si la pol tica es una erda,1,1,3,1,0,0,0,1.25
114100541059121152,his te amo en serio que casual dad por qu porque yo tambi me amo his tes rt,1,0,2,2,0,1,0,2.0
960989786428379138,escu char reggae es de pobres,0,3,0,0,0,0,0,
965853361244426240,que pena que cuando me vengas buscar ya no est,0,3,0,0,0,0,0,
41146791361519616,si yo fuera presidente haria pintar la casa de bier de celeste porque soy varon his tes humor,1,1,2,2,0,0,0,1.5
141263235566403585,hijo eres gay no pap yo soy una princes xd aja rt,1,1,2,1,1,0,0,1.75
849419280634576898,yo voy por la vida intent ando no last mar nadie con mis cci ones entr que las person conmigo hasta are era que lo hacen con ganas,0,3,0,0,0,0,0,
730789158600445952,sta cuenta tiene altos est are de cali dad si alg tuit no es de su agrado media men nos rob amos otro,1,2,1,2,0,0,0,1.6667
367844325893222400,dos car pinter tab lando una con versa,1,1,0,0,3,1,0,3.25
229715735038001152,ten un mapa de qu de tus ojos porque si no me pierdo en tu mirada ayyy en serio naa era ment ira sico pol tico de rica xd,1,1,3,1,0,0,0,1.25
798203063114862592,una mujer jam se le levant la mano pero maestra dijo que si ten amos dudas levant ram aldi cerdo res viva la pano cha,1,0,2,3,0,0,0,1.6
965738798003998732,mirar mi mami decir lo log ramos,0,3,0,0,0,0,0,
951075141349502981,veo rubios por todo santiago,0,3,0,0,0,0,0,
944981124534755333,pico que en tu casa haya una bolsa con s bolsas dentro de ella,0,3,0,0,0,0,0,
953055956576776192,number pm nes una cer vec cortes de la casa prove cho number am ya vamos cerrar nes ching su madre por favor,0,3,1,1,0,0,0,
766265434232455168,si una mujer te dice dime la verdad huye sin mirar atr porque ya sabe la sabe,0,3,0,0,0,0,0,
456226758463725569,hijo te compre bole para la pel cula del capit marica aja es capit rica abuelo,1,0,4,0,1,0,0,1.4
466027626516447233,dejen de invent frases que yo no dije putos bob marley,1,0,1,2,1,0,1,2.6
389763049470828544,yo soy jairo me banqu la dent dura correct ivo,0,3,0,0,0,0,0,
433610452782686208,no se que dura menos si la bate ria de mi lula yo estudi ando,1,1,2,1,1,0,0,1.75
961004263248982016,la gente no cambia se comport bien cuando quiere cons gui algo,0,4,0,0,0,0,0,
965685861718413312,ojal no se les cante hacer nada estos pen jos entr me voy entrena best solo breakout louis tomlinson heart awards,0,3,0,0,0,0,0,
120280890151665664,que te caigo mal bueno saca turno toma sien espera que me import xd,0,6,3,1,1,0,0,
965719541962674176,lo bueno de tomar pas till para dormir es que no sien tes los temblor,0,3,0,0,0,0,0,
955200087205994496,no puedes cambia el pasado pero con la act correct podr cup era en el futuro s de lo que per dist en el pasado,0,3,0,0,0,0,0,
292442084143681536,estar des pier toda la noche lament arlo toda la volver acer de nuevo el imo a xd,0,3,0,1,1,0,0,
965725837604605952,en qui moment lo que,0,4,0,0,0,0,0,
86609176914182145,doctor me queda de vida diez diez qu diez nueve ocho siete humor tico,1,1,0,1,2,0,1,3.25
704463277460430849,cupido qu onda te iste un jugo con mi media naran,1,0,2,0,2,1,0,2.4
610037733868875777,la vida es as un a per demos al otro jamos escap la victoria en el ltimo minuto,0,3,0,0,0,0,0,
302583354295984128,number er acto muere number sperm ide number do acto mueren number sperm ides number er acto mueren number sperm ides como se llama la bra semen rio,1,0,3,1,0,0,1,2.0
965861686925172736,ey tengo un nombre bien chido apr ende pro nunc arlo la verga,0,4,1,0,0,0,0,
732607872102604800,no pidas dios que haga lo que tu qui ere dele que haga lo que sea correct max lucado tui teal,0,3,0,0,0,0,0,
849065030956052482,tengo el nombre s corto del mundo me llamo el o es s corto me llamo casio yo les gano me llamo casio,1,0,1,1,3,0,0,2.4
793151176384585728,no eres soy yo abre por favor,0,3,1,0,0,0,1,
945770485849128966,mam has visto la marihuana que ten en mi cuarto no hijo estoy en la cocina esp tando unicorn ios para que no se paren en la comida,1,1,0,2,2,0,0,2.5
861751587856953344,mijo tan grande dav sigues viendo peppa la cerda mam estoy hab lando con mi novia por skype jaja dile que salte en el lodo,1,0,4,0,0,0,1,1.8
960122061803999232,la frase no eres tu soy yo viene del lat me gusta gui s,1,1,1,5,2,0,0,2.125
720424248787996672,aqu es la uni para person punt ales ops fue ayer,1,0,2,0,1,2,0,2.6
965769638708641792,le esto me dejo quine ando la cabeza number horas maso,0,3,0,0,0,0,0,
941942659018616832,pasa cupido me dice lee eeeeee,1,0,2,2,1,0,0,1.8
324277650690543616,de las person falsas yo solo quiero una cosa dist cia,0,3,0,0,0,0,0,
414736090390482945,si mi lula fuera tan intel gent como dicen pond un mini para das antes de caerse al suelo,1,1,2,5,1,3,0,2.4545454545454546
798411091764191233,send nudes para saber si lle gas bien tu casa,1,2,1,2,0,0,0,1.6667
813256589532479489,si tu ex ya anda con otro dav putea contigo segura men hac lo mismo cuando esta ban juntos la put veces da a veces quita,0,3,0,0,0,0,0,
965752362378977280,que pasa con el wifi el cable tele cent roar desde el vierne est amos con problem,0,3,0,0,0,0,0,
886966126235799552,que her mos son esos number seg undo en los que te levant no sabes ni qui eres ni mo te llamas ni cu les son tus problem,0,3,0,0,0,0,0,
965739108403417089,me hablo el pibe trans pira como un hdp en la playa el otro dia porq le pedia ni se me acer que me dice nunca me cuide tanto para no,0,3,0,0,0,0,0,
965759656265175041,samuel me puso te extra mar car como mensa des taca,0,3,0,0,0,0,0,
965826563819352064,soy muy cal uro casi que sufro de calor muchas veces pero amo el verano soy el quis en su s puro estado,0,3,0,0,0,0,0,
650872582921682944,ir al telo es muy de que viv con tus viejos sos casado pap de number,0,3,0,1,0,1,0,
944237854808408064,fui mcdonalds el cajero me pre gun le pongo salsa dije que y nos simo bailar entr la gente laud fue pre cio,1,0,1,3,0,1,0,2.2
941836223022219264,amiga qu te pasa nada ok mejor amiga qu te pasa nada qu te pasa pen deja te con s que nadie s que tienes algo,0,3,1,0,1,0,0,
923944134955560960,ni naci mos para estar solos ni naci mos para estar con quiera,0,3,0,0,0,0,0,
945957319606784005,esp oso tengo algo que dec rte esposa yo tambi dig oslo la cuenta de number number number number estoy mbar azad soy ester,1,0,4,1,0,0,0,1.2
965763234044268544,te ver as mejor conmigo en tu foto de perfil,0,3,0,0,0,0,0,
686940122965737472,sos tan linda ni parece que en qui moment me vas cagar la vida,0,4,0,1,0,0,0,
965933203998625793,mi esp alda me quiere mata rrr rrr,0,3,0,0,0,0,0,
399334601794936832,no es por pre sumi pero soy buen simo en la cama puedo durar horas horas dur mien,1,0,1,4,7,0,0,2.5
611527869752299520,alg d les voy contar del boludo que desa yuna caf con emp adas ahora no porque me cago encima me cay mal el caf con emp adas,1,0,3,1,1,0,0,1.6
965774395057823744,no tien qu les cuesta las person crib como se debe es que se les queman medias neuron por acer,0,3,0,0,0,0,0,
733306267884789761,el te negro ayuda bajar de peso el te de lim cura la gripe el te vas la mierda alivia el estr,1,0,3,1,1,0,0,1.6
965847845722042368,le voy termina com endo todos los bomb ones mami jajaja,0,4,0,0,1,0,0,
222212701949145089,el number de las person abren twitter lo dejan por un tiempo porque no le tie nden des gres se elven adic rt si te pas,0,3,0,0,0,0,0,
725311059406426113,mam qu te quiero mucho no tengo dinero,1,0,3,1,0,1,0,1.8
965679461206253574,ya no quiero sufrir mas,0,3,0,0,0,0,0,
965815314700095488,es mejor callar que pie sen que eres un idiota hablar demos arlo,0,4,0,0,0,1,0,
754224472220176385,aja aja se volvi escap el chapo aja,0,3,0,0,0,0,0,
291753280432914432,mas content que suegra estudi ando bru jer xd,1,1,1,3,0,0,0,1.75
965937519928934400,tros hagan callar esa ignorant deja de ser person para acer los quedar mal,0,4,0,0,0,0,0,
385848098422935553,nada es tan est pido como vencer la ver dad era gloria est en con vence victor hugo tui teal,0,3,0,0,0,0,0,
261590100851445762,tengo que estudi debo estudi debo est tir debo stutwi debo swit ear debo twit ear debo twit ear debo twit tear,1,1,1,2,0,1,0,2.25
481270648191209472,uy qui pidi pollo se or deje de acer el pen dejo ague el dom ici lio,1,1,4,0,0,0,0,1.0
965958336251297792,no se si est amos como beria mos de estar pero dav no est amos como que remo,0,4,0,0,0,0,0,
938892123809521664,me voy acer can al que quer ser no al qu quer que fuera de eso se trata todo,0,3,0,0,0,0,0,
965833979369869312,que pido se ha pasado el tiempo,0,3,0,0,0,0,0,
965813620193091584,has has has has has has has has has,0,4,0,0,0,0,0,
965890946385801217,siempre hay un tano s en mi grado de resp sab ili dad,0,4,1,0,0,0,0,
965672842577809413,que bien que la ici mos con ca ayer cer rab amos el ogt ign amos,0,3,0,0,0,0,0,
965714248730112000,mira si tan solo con la vers de amar pelos dois ya he muerto wig,0,3,0,0,0,0,0,
940589676192239616,like si tienes fr en las aja aja,0,4,1,0,0,0,0,
965713820932034565,bue taan poco me guant,0,4,0,0,0,0,0,
965906347878486016,muerte las cali ent huevos a las clases de number de la ma ana,0,4,1,0,0,0,0,
965812378695847936,la vida da tantas vuelta,0,3,0,0,0,0,0,
965819529980010496,cuando ser el a que cumpla mi pro mesa de dormir temp rano,0,4,0,0,1,0,0,
751825833417846784,oye ti te result tomar decision mmmm y no,1,1,3,6,3,1,1,2.357142857142857
679307728548941824,puta que diji ste puta sorda,1,2,0,1,2,0,0,2.6667
883209877103017985,no a qu le tengo s miedo si volver verte a no verte de nuevo,0,3,0,1,0,0,0,
965674528704794624,mi bri es un meme gracias leslie lkm,0,3,0,0,0,0,0,
846418323877380098,la gente per did se beri tatuar bru jul guau,1,2,1,2,0,0,0,1.6667
796682682239488000,jes te ama tu ex no,1,1,0,1,3,0,0,2.75
965701238003290112,tengo que que rer mucho como para venir este colegio de mierda,0,3,0,0,0,0,0,
738494209842352129,por los que pele amos con gui solo porque nos vier como se enoja,0,3,1,1,0,0,0,
307544421505851392,dios invent las letras el diablo los mero joel karma vamos comb arlo as fue como naci el algebra,1,1,3,1,0,0,0,1.25
708459876633038848,gente dice que no tienen muchos amigos en fb salen asi,0,3,0,0,0,0,0,
293185007529381888,en el mundo spiritual qui busca lo no tien entr lo no qui ere gretchen cuo tes,0,3,0,0,0,0,0,
929576211646435329,pos donde est combat,0,4,0,0,0,0,0,
965844783867551744,last que no me ves,0,4,0,0,0,0,0,
796163925481918464,ac en chihuahua ya se can ver medio muro,0,4,0,0,0,0,0,
965720108185374721,el primer beso es gico el seg undo ntimo el ter cero rutina,0,4,0,0,0,0,0,
762330612107776000,extra aba el follow paja,0,3,0,0,0,0,0,
908738942060523520,mal dita dist cia por qu el chu del car gad est tan lejos de mi cama,1,3,2,0,3,0,0,2.2
292365481204129795,vamos ver si las anse term sin incident violent boc horn oso ect vamos labor,0,3,0,0,0,0,0,
956097740429320192,hijo feliz navidad mam sabes que no me gusta la navidad ah ent once qu hago con este iphone number bel campanas de bel,1,0,8,4,1,1,0,1.6428571428571428
151787031503192064,danos hoy el tweet de cada a per don nuestros follows,1,2,3,0,0,0,0,1.0
965727754405720064,number yo para seguir vivien nec saber si eres de tortilla con boll sin,0,4,0,0,0,0,0,
97135460891107328,ayer hice el amor con number american si vaya que tal me las tuve que quitar un calor fb,1,1,0,1,2,1,0,3.0
965740756735594496,eres una droga natural de tu dosis yo quiero probar,0,3,0,0,0,0,0,
950454798591119360,veces me pre gun si polonia porn se mast pens ando en ella misma,0,3,0,0,0,0,0,
944271118466273280,divo number number tw number tter dart number un bezo de number zayuno pa irnos vol ando astah number ptun number ici sesi,0,3,1,0,0,1,0,
965762302896058368,simo ser vici el de des aero mexico aero xico tien moser vici,0,4,0,0,0,0,0,
965803469968986118,es in til exp car cuando el otro dec idi no tender,0,3,0,0,0,0,0,
965933585680224258,number no os entr tez porque el gozo de jehov es vue stra fuerza,0,3,0,0,0,0,0,
965678056085049345,la buena la mala del a la buena es sali un viaje mar del plata la mala es me lo qui ren pagar con un franco,0,3,0,0,0,0,0,
880509102371119104,amigo epn urge que fil tres nudes de la iota para vidar esta age dia,0,3,0,0,0,0,0,
777594297340211200,yo soy como jos jos no canto pero me cant pone hasta el culo de pedo,0,3,1,0,0,0,0,
965810256361283584,los true noss me falta un chocolate tamo,0,3,0,0,0,0,0,
965811875366735872,ten de princes abusas de tu belle,0,3,0,0,0,0,0,
318051614957121536,,0,4,0,0,0,0,0,
296465020949245952,high noo mme ahh baja doo laa ree gla ah ok pues ya tienes dos ret raso,1,1,2,1,1,0,0,1.75
432156668273901568,al final no vamos saber de quien es el hijo del arsenal que nacer en unos meses nos lo est amos fol lando todos grandes en la premier,1,1,2,0,1,1,0,2.25
965759551428546561,que bronca me dio esta serie,0,3,0,0,0,0,0,
413286536470220800,ten quer eco cer que si me caes mal te haces el imp tico me caes much simo peor,0,3,1,0,0,0,0,
827133181241544705,pepito define la pal abra des can profesor no lo que es una pista qu hace tu pap des de tra baja eso quiere saber mi mam,1,1,0,2,0,1,1,3.25
707949940820090880,number de cada number person dicen que eres una puta la otra es tu mam que no lo dice pero lo piensa,1,0,2,1,1,0,1,2.4
656160148109430784,mi sombra me dice que baje de peso se va la mierda no la vuelvo ver nunca s,1,2,1,2,0,0,0,1.6667
829472256657149953,pap mo cono iste mam mira los dos desc arg amos una app para trap mons tru nos contra mos ah pok mon go no tinder,1,0,0,0,2,2,1,3.8
679094984864215040,extra el olor de tu perfume te lo vendo,0,3,0,0,0,0,0,
368534144017395712,gun ves has estado per dido si nde en tu mirada aawww en serio si como eres bizca no donde putas est miran xd,1,0,3,2,0,0,0,1.4
827523096361975810,me regala una quiero hamburg say pero sin lyc oper icon escu lent por favor la quiere sin tomate eso siempre olvida,1,2,2,0,1,0,0,1.6667
474251688740929536,qu haces en tu tiempo libre soy en serie en serio no en serie,1,0,0,1,3,5,1,3.6
965817357326344192,me cas con un audio suyo,0,3,0,0,0,0,0,
965844192483336192,number sem sss,0,3,0,0,0,0,0,
965657306867347458,he so ao en la siesta sacaba un number en geo graf qu triste haber des pert,0,3,0,0,0,0,0,
965771563898494976,noche flores la gente no se qui voc por algo putean al presidente uds solos se hunden uds no fiend al pueblo,0,3,0,0,0,0,0,
965803188963237888,esta la gente fracas ada des el,0,3,0,0,0,0,0,
951198721638727680,las ni as bonita tienen los ojos caf,0,3,0,0,0,0,0,
874246052307763200,ojal hablar como yuhui para just car que nadie me ent end nunca,0,3,0,0,0,0,0,
908376553792315392,el client siempre tiene la raz que le hizo perder al vended,1,1,1,2,0,1,0,2.25
812901708477202432,feliz navidad todos,0,3,0,0,0,0,0,
300078365929525251,mama estoy can sada mbar azad conde nada much acha del demon te me vas de esta mama dije,1,1,4,0,0,0,0,1.0
961819706473590787,me mandas un mensa cuando lle gue,0,3,0,0,0,0,0,
965659588585578497,por que peredo no algun fujimori,0,3,0,0,0,0,0,
740501204053020673,hijo que es eso de twist ter es un virus mam ni se te ocurra abr irl,1,0,3,4,1,2,0,2.2
965806116583149568,vi number lo me teresa europe pare de contar,0,3,0,0,0,0,0,
965779730212507648,gracias por tanto twitter,0,3,0,0,0,0,0,
885496421633466369,voy poner tu en una caja de ahorro para ver si me genera alg inter,1,1,0,1,1,2,0,3.25
965769189926559749,niell tiro del final te va salir,0,3,0,0,0,0,0,
964984559547777024,pico estar via jan en taxi pensar tic de escape por si el taxis te quiere ecu est rar,1,1,3,0,0,0,1,2.0
925437970487812096,pre gun que siempre hago cuando term de coger termina ste me amas te debo,1,0,1,2,1,1,0,2.4
792441014992642049,te quiero en el fondo aw yo tambi en el fondo del mar pero yo pens que fondo pero del mar es que tiburones,1,0,5,4,1,0,0,1.6
309351622985785345,no hay mejor almohad que dormir sobre una con ciencia limpia,0,4,0,0,0,0,0,
965785077945954304,hun did hasta el fondo de las converse,0,3,0,0,0,0,0,
965773833042104320,de lid con amigos se apr ende un poco de todo somos poli cias guarda espa cupido hasta zapatero nada los amo,0,3,0,2,0,0,0,
965671513004367873,quiero ser el due total de mi puto tiempo,0,3,0,0,0,0,0,
883717362708615169,dale un pez un hombre comer un a dale tu cuerpo ale mac arena ver que tu cuerpo es pa darle ale cosa buena,1,0,0,3,2,0,0,2.4
405706593628471296,quer ido colegio nec amos darnos un tiempo no eres soy yo,1,1,2,2,0,0,0,1.5
363301457132793856,el amor que pudo morir no era amor,0,3,0,0,0,0,0,
733766824274235392,sent mien para que para que los hagan mierda mejor gate es s sano,1,1,2,2,0,0,0,1.5
158680973599440896,ama quien te quiera por tu software no por tu hardware fb,0,3,0,0,0,0,0,
682320706445688832,navidad motivo para comer cumple motivo para comer llueve motivo para comer o nuevo motivo para comer eli cid motivo para comer,1,1,0,3,1,0,0,2.25
292033565330391040,se solicit trabajo manten mien para hombre las noche area juan tien expy es resp sable vici part full time gracias,0,4,0,0,0,0,0,
956421792167538688,mi cuarto puede ser un sastre pero donde est todo,0,4,0,0,0,1,0,
965753926883659776,la mala not ici es que el tiempo vuela la buena es que eres el pilot cash back,0,4,0,0,1,0,0,
88294604411121665,his que hace una abeja en el gym zumba his tes rt,1,0,2,2,5,1,0,2.5
291996615869333505,acabo de rec bir una resp esta algo le pre gun mi angel esta gent los angeles exist te escu chan hab,0,3,0,0,0,0,0,
373444850332336128,mo te llamas anastasia pero mame ana t catalina pero mame cata ella pen lope pero no le gustan los apodos,1,1,3,5,9,2,3,2.863636363636364
965853940062539776,me quedo con el pen timo cap tul de merl como final porque el ltimo horrible,0,4,0,0,0,1,0,
69602909511364608,como ladra un perro argentino este gua his tes humor,1,1,1,1,2,0,0,2.25
966871998323306497,aqu te haces fuerte te joden,0,3,0,0,0,0,0,
